product,category,rating,review_title,sentence,raw_aspect,initial_canonical_feature,final_canonical_feature,sentiment,match_type,has_feature
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,0 makhan but battery is very bad,battery,battery,battery,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,worth of Money,worth of Money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Nice phone in this price range with extra ordinary display and nice bettry back up,phone,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Nice phone in this price range with extra ordinary display and nice bettry back up,display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Nice phone in this price range with extra ordinary display and nice bettry back up,bettery back up,battery,battery_life,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,overall performance is very good,overall performance,overall,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Does the job,Phone is very good,Phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Does the job,"Good camera, good battery back up",camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Does the job,"Good camera, good battery back up",battery back up,battery,battery_life,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Does the job,But one problem is phone hanging problem,phone hanging problem,performance,performance,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Does the job,All most all good,All,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,"flipkart supefast delivery, excellent phone",The mobile Honor 10 lite is an excellent product,mobile Honor 10 lite,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,"flipkart supefast delivery, excellent phone","Pros-camera, display, processor, battery",camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,"flipkart supefast delivery, excellent phone","Pros-camera, display, processor, battery",display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,"flipkart supefast delivery, excellent phone","Pros-camera, display, processor, battery",processor,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,"flipkart supefast delivery, excellent phone","Pros-camera, display, processor, battery",battery,battery,battery,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,"flipkart supefast delivery, excellent phone",Very nice mobile and i highly recommend to buy,mobile,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,I already have 10 lite my sis like to use this phone so I orded its good awasome phone I love it,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,"over all it's a good product ,except display quality and,the body made with plastic",over all,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,"over all it's a good product ,except display quality and,the body made with plastic",display quality,display,display,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,"over all it's a good product ,except display quality and,the body made with plastic",the body made with plastic,build quality,build_quality,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,"It also have a charging intecator it's aplus point and the design was good ,fastest finger print sensitivity and face unlocking system,at this price it's a good product, value for money",charging intecator,charging indicator,charging_indicator,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,"It also have a charging intecator it's aplus point and the design was good ,fastest finger print sensitivity and face unlocking system,at this price it's a good product, value for money",design,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,"It also have a charging intecator it's aplus point and the design was good ,fastest finger print sensitivity and face unlocking system,at this price it's a good product, value for money",finger print sensitivity,fingerprint sensor,fingerprint_sensor,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,"It also have a charging intecator it's aplus point and the design was good ,fastest finger print sensitivity and face unlocking system,at this price it's a good product, value for money",face unlocking system,face unlock,face_unlock,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,"It also have a charging intecator it's aplus point and the design was good ,fastest finger print sensitivity and face unlocking system,at this price it's a good product, value for money",product,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,"It also have a charging intecator it's aplus point and the design was good ,fastest finger print sensitivity and face unlocking system,at this price it's a good product, value for money",value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"Now am using like for about a month, and its pretty awesome for this range, especially great in performance and display, battery is quite impressive as i was not expecting that much from honor",pretty awesome for this range,overall,overall_value,neutral,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"Now am using like for about a month, and its pretty awesome for this range, especially great in performance and display, battery is quite impressive as i was not expecting that much from honor",performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"Now am using like for about a month, and its pretty awesome for this range, especially great in performance and display, battery is quite impressive as i was not expecting that much from honor",display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"Now am using like for about a month, and its pretty awesome for this range, especially great in performance and display, battery is quite impressive as i was not expecting that much from honor",battery,battery,battery,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"For camera i would rate 3 upon 5, since camera is quite contrasting and does not show details, but quite good for selfie lovers, I just love phone, since i bought for its performance and display",camera,camera,camera,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"For camera i would rate 3 upon 5, since camera is quite contrasting and does not show details, but quite good for selfie lovers, I just love phone, since i bought for its performance and display",camera is quite contrasting and does not show details,camera,camera,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"For camera i would rate 3 upon 5, since camera is quite contrasting and does not show details, but quite good for selfie lovers, I just love phone, since i bought for its performance and display",quite good for selfie lovers,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"For camera i would rate 3 upon 5, since camera is quite contrasting and does not show details, but quite good for selfie lovers, I just love phone, since i bought for its performance and display",phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"For camera i would rate 3 upon 5, since camera is quite contrasting and does not show details, but quite good for selfie lovers, I just love phone, since i bought for its performance and display",its performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"For camera i would rate 3 upon 5, since camera is quite contrasting and does not show details, but quite good for selfie lovers, I just love phone, since i bought for its performance and display",display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,Superb mobile all the way i purchase this mobile 3 32gb black very nice mobile performance display very nice,mobile,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,Superb mobile all the way i purchase this mobile 3 32gb black very nice mobile performance display very nice,3 32gb,storage,storage,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,Superb mobile all the way i purchase this mobile 3 32gb black very nice mobile performance display very nice,black,color,color,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,Superb mobile all the way i purchase this mobile 3 32gb black very nice mobile performance display very nice,mobile,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,Superb mobile all the way i purchase this mobile 3 32gb black very nice mobile performance display very nice,performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,Superb mobile all the way i purchase this mobile 3 32gb black very nice mobile performance display very nice,display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,but I think battery is,battery,battery,battery,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,Very nice phone,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,I hv 3+32 gb varient,3+32 gb varient,storage,storage,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Overall good phone around 10k of purchase,Overall good phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,"Camera not good as expected, specially dynamic range",Camera,camera,camera,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,"Camera not good as expected, specially dynamic range",dynamic range,camera,camera_dynamic_range,negative,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Battery management is good,Battery management,battery,battery,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,External speaker feel lil robotic sound,External speaker,speaker,speaker_quality,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Fingerprint sensor is awesome,Fingerprint sensor,fingerprint sensor,fingerprint_sensor,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,"EMUI is better than old, much improved",EMUI,ui,ui,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,display is better like amoled,display,display,display,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Front camera good,Front camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,"Back side is not satisfactory, very shiney plastic, easily smudges and scratches can impact",Back side,build quality,build_quality,negative,existing,True
